2026-06-11 13:58:32,838 | WARNING  | data_quality:243 | fund_master: 3 issue(s) (score=85.7%)
2026-06-11 14:02:39,531 | INFO     | live_nav:68 | Saved Nippon_LargeCap (code 118632): 3305 rows
2026-06-11 14:02:40,032 | INFO     | live_nav:90 | [5/6] Axis_Bluechip (code: 119092)...
2026-06-11 14:02:40,340 | INFO     | live_nav:68 | Saved Axis_Bluechip (code 119092): 3572 rows
2026-06-11 14:02:40,841 | INFO     | live_nav:90 | [6/6] Kotak_Bluechip (code: 120841)...
2026-06-11 14:02:41,159 | INFO     | live_nav:68 | Saved Kotak_Bluechip (code 120841): 3308 rows
2026-06-11 14:02:41,696 | INFO     | live_nav:105 | Combined: 19840 rows saved to /home/saikat/bluestock_mf_capstone/data/raw/live_nav_combined.csv
2026-06-11 14:02:41,849 | INFO     | pipeline:104 | OK (Live NAV Fetch): 7.4s
2026-06-11 14:02:41,850 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:02:41,850 | INFO     | pipeline:92 | Running: Data Cleaning
2026-06-11 14:02:41,850 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:02:42,615 | INFO     | pipeline:104 | OK (Data Cleaning): 0.8s
2026-06-11 14:02:42,616 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:02:42,616 | INFO     | pipeline:92 | Running: Database Load
2026-06-11 14:02:42,616 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:02:43,933 | INFO     | pipeline:104 | OK (Database Load): 1.3s
2026-06-11 14:02:43,934 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:02:43,934 | INFO     | pipeline:92 | Running: Performance Analytics
2026-06-11 14:02:43,934 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:02:45,056 | INFO     | pipeline:104 | OK (Performance Analytics): 1.1s
2026-06-11 14:02:45,057 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:02:45,057 | INFO     | pipeline:92 | Running: EDA Charts (15)
2026-06-11 14:02:45,057 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:02:55,898 | INFO     | pipeline:104 | OK (EDA Charts (15)): 10.8s
2026-06-11 14:02:55,898 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:02:55,899 | INFO     | pipeline:92 | Running: Performance Charts
2026-06-11 14:02:55,899 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:02:59,272 | INFO     | pipeline:104 | OK (Performance Charts): 3.4s
2026-06-11 14:02:59,272 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:02:59,272 | INFO     | pipeline:92 | Running: Advanced Analytics
2026-06-11 14:02:59,272 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:03:02,550 | INFO     | pipeline:104 | OK (Advanced Analytics): 3.3s
2026-06-11 14:03:02,550 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:03:02,551 | INFO     | pipeline:92 | Running: Data Quality Report
2026-06-11 14:03:02,551 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:03:03,041 | WARNING  | data_quality:243 | fund_master: 3 issue(s) (score=85.7%)
2026-06-11 14:03:03,093 | WARNING  | data_quality:243 | nav_history: 2 issue(s) (score=85.7%)
2026-06-11 14:03:03,101 | INFO     | data_quality:245 | aum_data: clean (score=100.0%)
2026-06-11 14:03:03,109 | WARNING  | data_quality:243 | sip_data: 2 issue(s) (score=71.4%)
2026-06-11 14:03:03,112 | WARNING  | data_quality:243 | category_inflows: 1 issue(s) (score=85.7%)
2026-06-11 14:03:03,119 | INFO     | data_quality:245 | folio_data: clean (score=100.0%)
2026-06-11 14:03:03,138 | WARNING  | data_quality:243 | scheme_performance: 4 issue(s) (score=85.7%)
2026-06-11 14:03:03,276 | WARNING  | data_quality:243 | investor_transactions: 1 issue(s) (score=85.7%)
2026-06-11 14:03:03,289 | WARNING  | data_quality:243 | portfolio_holdings: 2 issue(s) (score=85.7%)
2026-06-11 14:03:03,305 | INFO     | data_quality:245 | benchmark_data: clean (score=100.0%)
2026-06-11 14:03:03,317 | INFO     | data_quality:296 | Data quality report saved to /home/saikat/bluestock_mf_capstone/reports/data_quality_report.json
2026-06-11 14:03:03,517 | INFO     | pipeline:104 | OK (Data Quality Report): 1.0s
2026-06-11 14:03:03,517 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:03:03,517 | INFO     | pipeline:92 | Running: Portfolio Optimizer
2026-06-11 14:03:03,517 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:03:04,121 | INFO     | portfolio_optimizer:54 | Loaded 40 funds, 1607 trading days
2026-06-11 14:03:21,793 | INFO     | portfolio_optimizer:267 | Efficient frontier saved to /home/saikat/bluestock_mf_capstone/charts/efficient_frontier.png
2026-06-11 14:03:22,804 | INFO     | pipeline:104 | OK (Portfolio Optimizer): 19.3s
2026-06-11 14:03:22,805 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:03:22,805 | INFO     | pipeline:92 | Running: Anomaly Detector
2026-06-11 14:03:22,805 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:03:23,529 | INFO     | anomaly_detector:60 | Loaded 40 funds, 1608 days for anomaly detection
2026-06-11 14:03:23,544 | INFO     | anomaly_detector:169 | HDFC Top 100 Fund - Regular Plan - Growt: 470 anomaly(-ies) detected
2026-06-11 14:03:23,555 | INFO     | anomaly_detector:169 | HDFC Short Term Debt Fund - Regular - Gr: 463 anomaly(-ies) detected
2026-06-11 14:03:23,565 | INFO     | anomaly_detector:169 | HDFC Mid-Cap Opportunities Fund - Regula: 484 anomaly(-ies) detected
2026-06-11 14:03:23,576 | INFO     | anomaly_detector:169 | ABSL Frontline Equity Fund - Regular - G: 468 anomaly(-ies) detected
2026-06-11 14:03:23,590 | INFO     | anomaly_detector:169 | ABSL Small Cap Fund - Regular - Growth: 470 anomaly(-ies) detected
2026-06-11 14:03:23,599 | INFO     | anomaly_detector:169 | ABSL Liquid Fund - Regular - Growth: 459 anomaly(-ies) detected
2026-06-11 14:03:23,609 | INFO     | anomaly_detector:169 | UTI Nifty 50 Index Fund - Regular - Grow: 485 anomaly(-ies) detected
2026-06-11 14:03:23,621 | INFO     | anomaly_detector:169 | UTI Mid Cap Fund - Regular - Growth: 477 anomaly(-ies) detected
2026-06-11 14:03:23,632 | INFO     | anomaly_detector:169 | UTI Flexi Cap Fund - Regular - Growth: 471 anomaly(-ies) detected
2026-06-11 14:03:23,644 | INFO     | anomaly_detector:169 | Nippon India Large Cap Fund - Regular - : 472 anomaly(-ies) detected
2026-06-11 14:03:23,655 | INFO     | anomaly_detector:169 | Nippon India Large Cap Fund - Direct - G: 485 anomaly(-ies) detected
2026-06-11 14:03:23,666 | INFO     | anomaly_detector:169 | Nippon India Small Cap Fund - Regular - : 480 anomaly(-ies) detected
2026-06-11 14:03:23,679 | INFO     | anomaly_detector:169 | Nippon India ETF Nifty 50 BeES: 482 anomaly(-ies) detected
2026-06-11 14:03:23,692 | INFO     | anomaly_detector:169 | Nippon India Gilt Securities Fund - Regu: 461 anomaly(-ies) detected
2026-06-11 14:03:23,706 | INFO     | anomaly_detector:169 | Axis Bluechip Fund - Regular - Growth: 477 anomaly(-ies) detected
2026-06-11 14:03:23,721 | INFO     | anomaly_detector:169 | Axis Bluechip Fund - Direct - Growth: 474 anomaly(-ies) detected
2026-06-11 14:03:23,733 | INFO     | anomaly_detector:169 | Axis Midcap Fund - Regular - Growth: 470 anomaly(-ies) detected
2026-06-11 14:03:23,744 | INFO     | anomaly_detector:169 | Axis Small Cap Fund - Regular - Growth: 489 anomaly(-ies) detected
2026-06-11 14:03:23,757 | INFO     | anomaly_detector:169 | SBI Magnum Gilt Fund - Regular Plan - Gr: 484 anomaly(-ies) detected
2026-06-11 14:03:23,768 | INFO     | anomaly_detector:169 | SBI Bluechip Fund - Regular Plan - Growt: 477 anomaly(-ies) detected
2026-06-11 14:03:23,818 | INFO     | anomaly_detector:169 | SBI Bluechip Fund - Direct Plan - Growth: 463 anomaly(-ies) detected
2026-06-11 14:03:23,828 | INFO     | anomaly_detector:169 | SBI Small Cap Fund - Regular Plan - Grow: 479 anomaly(-ies) detected
2026-06-11 14:03:23,838 | INFO     | anomaly_detector:169 | SBI Small Cap Fund - Direct Plan - Growt: 480 anomaly(-ies) detected
2026-06-11 14:03:23,847 | INFO     | anomaly_detector:169 | ICICI Pru Bluechip Fund - Regular - Grow: 470 anomaly(-ies) detected
2026-06-11 14:03:23,859 | INFO     | anomaly_detector:169 | ICICI Pru Bluechip Fund - Direct - Growt: 466 anomaly(-ies) detected
2026-06-11 14:03:23,870 | INFO     | anomaly_detector:169 | ICICI Pru Midcap Fund - Regular - Growth: 469 anomaly(-ies) detected
2026-06-11 14:03:23,881 | INFO     | anomaly_detector:169 | ICICI Pru Value Discovery Fund - Regular: 481 anomaly(-ies) detected
2026-06-11 14:03:23,892 | INFO     | anomaly_detector:169 | ICICI Pru Liquid Fund - Regular - Growth: 458 anomaly(-ies) detected
2026-06-11 14:03:23,904 | INFO     | anomaly_detector:169 | Kotak Bluechip Fund - Regular - Growth: 467 anomaly(-ies) detected
2026-06-11 14:03:23,917 | INFO     | anomaly_detector:169 | Kotak Emerging Equity Fund - Regular - G: 476 anomaly(-ies) detected
2026-06-11 14:03:23,926 | INFO     | anomaly_detector:169 | Kotak Flexicap Fund - Regular - Growth: 482 anomaly(-ies) detected
2026-06-11 14:03:23,937 | INFO     | anomaly_detector:169 | Kotak Liquid Fund - Regular - Growth: 458 anomaly(-ies) detected
2026-06-11 14:03:23,948 | INFO     | anomaly_detector:169 | HDFC Top 100 Fund - Direct Plan - Growth: 473 anomaly(-ies) detected
2026-06-11 14:03:23,962 | INFO     | anomaly_detector:169 | HDFC Mid-Cap Opportunities Fund - Direct: 487 anomaly(-ies) detected
2026-06-11 14:03:23,975 | INFO     | anomaly_detector:169 | Mirae Asset Large Cap Fund - Regular - G: 480 anomaly(-ies) detected
2026-06-11 14:03:23,989 | INFO     | anomaly_detector:169 | Mirae Asset Emerging Bluechip Fund - Reg: 486 anomaly(-ies) detected
2026-06-11 14:03:23,999 | INFO     | anomaly_detector:169 | Mirae Asset Tax Saver Fund - Regular - G: 485 anomaly(-ies) detected
2026-06-11 14:03:24,011 | INFO     | anomaly_detector:169 | DSP Top 100 Equity Fund - Regular - Grow: 473 anomaly(-ies) detected
2026-06-11 14:03:24,022 | INFO     | anomaly_detector:169 | DSP Midcap Fund - Regular - Growth: 467 anomaly(-ies) detected
2026-06-11 14:03:24,052 | INFO     | anomaly_detector:169 | DSP Small Cap Fund - Regular - Growth: 505 anomaly(-ies) detected
2026-06-11 14:03:26,276 | INFO     | anomaly_detector:312 | Anomaly report saved to /home/saikat/bluestock_mf_capstone/reports/anomaly_report.csv
2026-06-11 14:03:26,733 | INFO     | pipeline:104 | OK (Anomaly Detector): 3.9s
2026-06-11 14:03:26,735 | INFO     | pipeline:213 | ══════════════════════════════════════════════════
2026-06-11 14:03:26,735 | INFO     | pipeline:214 | Pipeline complete: 11 passed, 0 failed out of 11 steps
2026-06-11 14:03:26,735 | INFO     | pipeline:216 | ══════════════════════════════════════════════════
2026-06-11 14:19:24,802 | INFO     | pipeline:185 | Starting pipeline: Bluestock Mutual Fund Analytics
2026-06-11 14:19:24,803 | INFO     | pipeline:186 | Steps: 11 (Data Ingestion, Live NAV Fetch, Data Cleaning, Database Load, Performance Analytics, EDA Charts (15), Performance Charts, Advanced Analytics, Data Quality Report, Portfolio Optimizer, Anomaly Detector)
2026-06-11 14:19:24,810 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:19:24,810 | INFO     | pipeline:92 | Running: Data Ingestion
2026-06-11 14:19:24,810 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:19:25,326 | INFO     | pipeline:104 | OK (Data Ingestion): 0.5s
2026-06-11 14:19:25,326 | INFO     | pipeline:91 | ──────────────────────────────────────────────────
2026-06-11 14:19:25,326 | INFO     | pipeline:92 | Running: Live NAV Fetch
2026-06-11 14:19:25,326 | INFO     | pipeline:93 | ──────────────────────────────────────────────────
2026-06-11 14:19:25,667 | INFO     | live_nav:88 | Fetching live NAV for 6 schemes...
2026-06-11 14:19:25,667 | INFO     | live_nav:90 | [1/6] HDFC_Top100 (code: 125497)...
2026-06-11 14:19:26,119 | INFO     | live_nav:68 | Saved HDFC_Top100 (code 125497): 3098 rows
2026-06-11 14:19:26,620 | INFO     | live_nav:90 | [2/6] SBI_Bluechip (code: 119551)...
2026-06-11 14:19:26,933 | INFO     | live_nav:68 | Saved SBI_Bluechip (code 119551): 3243 rows
2026-06-11 14:19:27,433 | INFO     | live_nav:90 | [3/6] ICICI_Bluechip (code: 120503)...
2026-06-11 14:19:44,863 | INFO     | live_nav:68 | Saved ICICI_Bluechip (code 120503): 3314 rows
2026-06-11 14:19:45,363 | INFO     | live_nav:90 | [4/6] Nippon_LargeCap (code: 118632)...
2026-06-11 14:19:45,665 | INFO     | live_nav:68 | Saved Nippon_LargeCap (code 118632): 3305 rows
2026-06-11 14:19:46,165 | INFO     | live_nav:90 | [5/6] Axis_Bluechip (code: 119092)...
2026-06-11 14:19:46,511 | INFO     | live_nav:68 | Saved Axis_Bluechip (code 119092): 3572 rows
2026-06-11 14:19:47,011 | INFO     | live_nav:90 | [6/6] Kotak_Bluechip (code: 120841)...
